56	15
56	22
56	28
56	36
56	38
56	44
56	47
56	48
56	70
57	64
57	78
57	83
57	88
57	89
57	90
57	91
57	92
57	95
58	25
58	76
58	78
58	84
58	87
58	88
58	89
58	90
58	99
59	42
59	73
59	75
59	87
59	88
59	89
59	91
59	92
59	98
59	99
60	16
60	62
60	73
60	81
60	82
60	87
60	88
60	89
60	90
60	91
61	45
61	48
61	75
61	84
61	93
61	94
61	95
61	96
61	97
61	98
61	100
62	21
62	24
62	60
62	75
62	83
62	84
62	85
62	88
62	91
62	92
62	99
63	3
63	23
63	27
63	45
63	53
63	54
63	66
63	67
63	79
63	86
63	97
64	10
64	12
64	18
64	43
64	48
64	51
64	57
64	69
64	71
64	72
64	81
65	19
65	24
65	39
65	43
65	52
65	68
65	69
65	72
65	81
65	96
65	100
66	63
66	80
66	84
66	90
66	93
66	94
66	95
66	96
66	97
66	98
66	100
67	10
67	27
67	29
67	30
67	38
67	40
67	53
67	54
67	63
67	85
67	86
67	94
68	5
68	12
68	51
68	52
68	65
68	69
68	71
68	72
68	81
68	88
68	92
68	98
69	12
69	19
69	48
69	52
69	64
69	65
69	68
69	71
69	75
69	81
69	87
69	99
70	3
70	7
70	11
70	15
70	25
70	26
70	28
70	31
70	36
70	42
70	47
70	56
70	93
71	5
71	18
71	19
71	20
71	24
71	43
71	48
71	51
71	64
71	68
71	69
71	72
71	73
71	81
72	5
72	15
72	19
72	43
72	44
72	51
72	52
72	55
72	64
72	65
72	68
72	71
72	81
72	92
73	28
73	41
73	59
73	60
73	71
73	76
73	82
73	88
73	89
73	90
73	91
73	92
73	98
73	99
74	54
74	77
74	80
74	83
74	84
74	93
74	94
74	95
74	96
74	97
74	98
74	99
74	100
75	37
75	49
75	59
75	61
75	62
75	69
75	76
75	82
75	87
75	88
75	89
75	91
75	92
75	99
75	100
76	24
76	41
76	58
76	73
76	75
76	77
76	82
76	83
76	87
76	88
76	90
76	91
76	92
76	97
76	99
77	74
77	76
77	80
77	83
77	84
77	89
77	93
77	94
77	95
77	96
77	97
77	98
77	100
78	21
78	23
78	41
78	57
78	58
78	82
78	83
78	87
78	88
78	89
78	90
78	92
78	95
78	99
78	100
79	4
79	8
79	14
79	17
79	23
79	27
79	30
79	40
79	45
79	46
79	53
79	63
79	85
79	86
79	96
79	100
80	39
80	49
80	66
80	74
80	77
80	84
80	87
80	92
80	93
80	94
80	95
80	96
80	97
80	98
80	100
81	5
81	24
81	37
81	43
81	44
81	48
81	51
81	52
81	60
81	64
81	65
81	68
81	69
81	71
81	72
81	91
81	93
82	20
82	35
82	49
82	60
82	73
82	75
82	76
82	78
82	83
82	87
82	88
82	89
82	90
82	91
82	92
82	95
82	99
83	1
83	12
83	19
83	32
83	34
83	57
83	62
83	74
83	76
83	77
83	78
83	82
83	87
83	89
83	90
83	91
83	92
83	99
84	9
84	39
84	46
84	58
84	61
84	62
84	66
84	74
84	77
84	80
84	89
84	93
84	94
84	95
84	96
84	97
84	98
84	100
85	3
85	4
85	10
85	13
85	14
85	17
85	27
85	29
85	40
85	45
85	50
85	53
85	54
85	62
85	67
85	79
85	86
85	91
86	3
86	4
86	10
86	14
86	17
86	23
86	27
86	29
86	36
86	40
86	51
86	53
86	54
86	63
86	67
86	79
86	85
86	93
86	94
87	2
87	22
87	32
87	37
87	41
87	58
87	59
87	60
87	69
87	75
87	76
87	78
87	80
87	82
87	83
87	88
87	90
87	91
87	99
88	30
88	49
88	53
88	57
88	58
88	59
88	60
88	62
88	68
88	73
88	75
88	76
88	78
88	82
88	87
88	90
88	91
88	92
88	97
88	99
89	21
89	23
89	32
89	36
89	37
89	49
89	57
89	58
89	59
89	60
89	73
89	75
89	77
89	78
89	82
89	83
89	84
89	90
89	91
89	92
89	99
90	1
90	31
90	32
90	34
90	45
90	49
90	57
90	58
90	60
90	66
90	73
90	76
90	78
90	82
90	83
90	87
90	88
90	89
90	92
90	96
90	99
91	1
91	21
91	30
91	37
91	57
91	59
91	60
91	62
91	73
91	75
91	76
91	81
91	82
91	83
91	85
91	87
91	88
91	89
91	92
91	95
91	99
92	33
92	34
92	37
92	41
92	47
92	49
92	57
92	59
92	62
92	68
92	72
92	73
92	75
92	76
92	78
92	80
92	82
92	83
92	88
92	89
92	90
92	91
93	13
93	20
93	22
93	39
93	46
93	50
93	55
93	61
93	66
93	70
93	74
93	77
93	80
93	81
93	84
93	86
93	94
93	95
93	96
93	97
93	98
93	100
94	2
94	8
94	16
94	27
94	35
94	39
94	54
94	55
94	61
94	66
94	67
94	74
94	77
94	80
94	84
94	86
94	93
94	95
94	96
94	97
94	98
94	100
95	2
95	13
95	16
95	33
95	46
95	50
95	55
95	57
95	61
95	66
95	74
95	77
95	78
95	80
95	82
95	84
95	91
95	93
95	94
95	96
95	97
95	98
95	100
96	6
96	9
96	13
96	16
96	33
96	35
96	46
96	50
96	52
96	55
96	61
96	65
96	66
96	74
96	77
96	79
96	80
96	84
96	90
96	93
96	94
96	95
96	97
96	98
96	100
97	7
97	8
97	9
97	20
97	33
97	35
97	39
97	41
97	46
97	50
97	55
97	61
97	63
97	66
97	74
97	76
97	77
97	80
97	84
97	88
97	93
97	94
97	95
97	96
97	98
97	100
98	2
98	8
98	11
98	13
98	20
98	29
98	33
98	34
98	46
98	50
98	55
98	59
98	61
98	66
98	68
98	73
98	74
98	77
98	80
98	84
98	93
98	94
98	95
98	96
98	97
98	100
99	1
99	7
99	21
99	26
99	32
99	34
99	37
99	41
99	49
99	58
99	59
99	62
99	69
99	73
99	74
99	75
99	76
99	78
99	82
99	83
99	87
99	88
99	89
99	90
99	91
99	100
100	2
100	8
100	9
100	16
100	20
100	33
100	35
100	39
100	46
100	50
100	55
100	61
100	65
100	66
100	74
100	75
100	77
100	78
100	79
100	80
100	84
100	93
100	94
100	95
100	96
100	97
100	98
100	99
